providerId,providerName_old,address_old,city_old,state_old,zipCode_old,region,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,providerName
390125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,Pennsylvania,18431,PA - Scranton,41.576699,-75.260379,0.7,rooftop,601,W Park St,Honesdale,PA,Wayne County,18431,US,Wayne Memorial Hospital
390127,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,Pennsylvania,19460,PA - Philadelphia,40.123771,-75.513564,1,range_interpolation,140,Nutt Rd,Phoenixville,PA,Chester County,19460,US,Phoenixville Hospital
390133,LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULVARD,ALLENTOWN,Pennsylvania,18105,PA - Allentown,40.612554,-75.484152,0.8,street_center,,W Cedar St,Allentown,PA,Lehigh County,18102,US,Lehigh Valley Hospital
390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,Pennsylvania,18764,PA - Wilkes-Barre,41.238477,-75.898744,1,range_interpolation,575,N River St,Wilkes-Barre,PA,Luzerne County,18702,US,Wilkes-Barre General Hospital
390139,MAIN LINE HOSPITAL BRYN MAWR CAMPUS,130 SOUTH BRYN MAWR AVE,BRYN MAWR,Pennsylvania,19010,PA - Philadelphia,40.018963,-75.320108,1,range_interpolation,130,S Bryn Mawr Ave,Bryn Mawr,PA,Montgomery County,19010,US,Main Line Hospital Bryn Mawr Campus
390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,Pennsylvania,19141,PA - Philadelphia,40.037882,-75.144795,0.8,range_interpolation,5501,Old York Rd,Philadelphia,PA,Philadelphia County,19141,US,Albert Einstein Medical Center
390145,EXCELA HEALTH WESTMORELAND HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,Pennsylvania,15601,PA - Pittsburgh,40.300891,-79.554484,1,range_interpolation,532,W Pittsburgh St,Greensburg,PA,Westmoreland County,15601,US,Excela Health Westmoreland Hospital
390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,Pennsylvania,16365,PA - Erie,41.84356,-79.172619,1,place,,,Warren,PA,Warren County,16365,US,Warren General Hospital
390147,MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,MONONGAHELA,Pennsylvania,15063,PA - Pittsburgh,40.184418,-79.915949,1,range_interpolation,1163,Country Club Rd,Monongahela,PA,Washington County,15063,US,Monongahela Valley Hospital
390151,CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,Pennsylvania,17201,PA - Harrisburg,39.934865,-77.647356,1,range_interpolation,112,N 7th St,Chambersburg,PA,Franklin County,17201,US,Chambersburg Hospital
390153,MAIN LINE HOSPITAL PAOLI,255 WEST LANCASTER AVENUE,PAOLI,Pennsylvania,19301,PA - Philadelphia,40.042506,-75.460957,0.8,street_center,,E Lancaster Ave,Paoli,PA,Chester County,19301,US,Main Line Hospital Paoli
390154,PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD,SAINT MARYS,Pennsylvania,15857,PA - Erie,41.425482,-78.57616,1,range_interpolation,763,Johnsonburg Rd,Saint Marys,PA,Elk County,15857,US,Penn Highlands Elk
390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,DARBY,Pennsylvania,19023,PA - Philadelphia,39.925548,-75.267516,1,street_center,,Lansdowne Ave,Darby,PA,Delaware County,19023,US,Mercy Fitzgerald Hospital
390157,OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD,MCKEES ROCKS,Pennsylvania,15136,PA - Pittsburgh,40.472776,-80.09104,1,rooftop,25,Heckel Rd,Mckees Rocks,PA,Allegheny County,15136,US,Ohio Valley General Hospital
390160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,Pennsylvania,15317,PA - Pittsburgh,40.248724,-80.190044,1,range_interpolation,100,Medical Blvd,Canonsburg,PA,Washington County,15317,US,Canonsburg General Hospital
390162,EASTON HOSPITAL,250 SOUTH 21ST STREET,EASTON,Pennsylvania,18042,PA - Allentown,40.686173,-75.242683,1,range_interpolation,250,S 21st St,Easton,PA,Northampton County,18042,US,Easton Hospital
390163,ACMH HOSPITAL,ONE NOLTE DRIVE,KITTANNING,Pennsylvania,16201,PA - Pittsburgh,40.817197,-79.419457,1,place,,,Kittanning,PA,Armstrong County,16201,US,Acmh Hospital
390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,Pennsylvania,15213,PA - Pittsburgh,40.442239,-79.960925,1,rooftop,200,Lothrop St,Pittsburgh,PA,Allegheny County,15213,US,Upmc Presbyterian Shadyside
390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,Pennsylvania,16001,PA - Pittsburgh,40.885861,-79.934048,1,place,,,Butler,PA,Butler County,16001,US,Butler Memorial Hospital
390173,INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,INDIANA,Pennsylvania,15701,PA - Pittsburgh,40.607764,-79.159013,1,range_interpolation,835,Hospital Rd,Indiana,PA,Indiana County,15701,US,Indiana Regional Medical Center
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,Pennsylvania,19107,PA - Philadelphia,39.949718,-75.157938,1,rooftop,111,S 11th St,Philadelphia,PA,Philadelphia County,19107,US,Thomas Jefferson University Hospital
390178,UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,Pennsylvania,16125,PA - Erie,41.411379,-80.371971,1,range_interpolation,110,N Main St,Greenville,PA,Mercer County,16125,US,Upmc Horizon
390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,Pennsylvania,19380,PA - Philadelphia,39.972454,-75.603533,1,rooftop,701,E Marshall St,West Chester,PA,Chester County,19380,US,Chester County Hospital
390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,Pennsylvania,19013,PA - Philadelphia,39.848163,-75.378098,0.67,place,,,Chester,PA,Delaware County,19013,US,Crozer Chester Medical Center
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,360 W RUDDLE STREET,COALDALE,Pennsylvania,18218,PA - Allentown,40.824144,-75.907879,0.8,street_center,,E Ruddle St,Coaldale,PA,Schuylkill County,18218,US,St Luke'S Miners Memorial Hospital
390185,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,Pennsylvania,18201,PA - Allentown,40.949942,-75.962862,1,range_interpolation,700,E Broad St,Hazleton,PA,Luzerne County,18201,US,Lehigh Valley Hospital - Hazleton
390194,GNADEN HUETTEN MEMORIAL HOSPITAL,211 NORTH 12TH STREET,LEHIGHTON,Pennsylvania,18235,PA - Allentown,40.832491,-75.726663,1,range_interpolation,211,N 12th St,Lehighton,PA,Carbon County,18235,US,Gnaden Huetten Memorial Hospital
390195,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,Pennsylvania,19096,PA - Philadelphia,39.995432,-75.267776,0.8,street_center,,E Lancaster Ave,Wynnewood,PA,Montgomery County,19096,US,Main Line Hospital Lankenau
390197,SACRED HEART HOSPITAL,421 CHEW STREET,ALLENTOWN,Pennsylvania,18102,PA - Allentown,40.608322,-75.468388,0.7,rooftop,421,W Chew St,Allentown,PA,Lehigh County,18102,US,Sacred Heart Hospital
390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,Pennsylvania,16509,PA - Erie,42.073853,-80.093524,1,range_interpolation,5515,Peach St,Erie,PA,Erie County,16509,US,Millcreek Community Hospital
390201,POCONO MEDICAL CENTER,206 EAST BROWN STREET,EAST STROUDSBURG,Pennsylvania,18301,PA - Allentown,40.992374,-75.174674,1,range_interpolation,206,E Brown St,East Stroudsburg,PA,Monroe County,18301,US,Pocono Medical Center
390203,DOYLESTOWN HOSPITAL,595 WEST STATE ST,DOYLESTOWN,Pennsylvania,18901,PA - Philadelphia,40.303955,-75.145494,1,range_interpolation,595,W State St,Doylestown,PA,Bucks County,18901,US,Doylestown Hospital
390204,NAZARETH HOSPITAL,2601 HOLME AVE,PHILADELPHIA,Pennsylvania,19152,PA - Philadelphia,40.059074,-75.043188,1,rooftop,2601,Holme Ave,Philadelphia,PA,Philadelphia County,19152,US,Nazareth Hospital
390211,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,Pennsylvania,16146,OH - Youngstown,41.232879,-80.493647,0.8,street_center,,E State St,Sharon,PA,Mercer County,16146,US,Sharon Regional Health System
390219,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,Pennsylvania,15650,PA - Pittsburgh,40.32118,-79.37948,1,place,,,Latrobe,PA,Westmoreland County,15650,US,Excela Health Latrobe Hospital
390220,JENNERSVILLE REGIONAL HOSPITAL,1015 WEST BALTIMORE PIKE,WEST GROVE,Pennsylvania,19390,PA - Lancaster,39.832348,-75.806499,0.8,street_center,,E Baltimore Pike,West Grove,PA,Chester County,19390,US,Jennersville Regional Hospital
390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,Pennsylvania,19063,PA - Philadelphia,39.914444,-75.430131,1,range_interpolation,1068,Baltimore Pike,Media,PA,Delaware County,19063,US,Riddle Memorial Hospital
390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,Pennsylvania,19104,PA - Philadelphia,39.958517,-75.19935,1,rooftop,51,N 39th St,Philadelphia,PA,Philadelphia County,19104,US,Penn Presbyterian Medical Center
390225,EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE,EPHRATA,Pennsylvania,17522,PA - Lancaster,40.185261,-76.183467,1,range_interpolation,169,Martin Ave,Ephrata,PA,Lancaster County,17522,US,Ephrata Community Hospital
390226,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,Pennsylvania,19107,PA - Philadelphia,39.9456,-75.155605,1,rooftop,800,Spruce St,Philadelphia,PA,Philadelphia County,19107,US,Pennsylvania Hospital
390228,ST CLAIR HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,Pennsylvania,15243,PA - Pittsburgh,40.37806,-80.066808,1,rooftop,1000,Bower Hill Rd,Pittsburgh,PA,Allegheny County,15243,US,St Clair Hospital
390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,Pennsylvania,19001,PA - Philadelphia,40.117501,-75.120234,1,range_interpolation,1200,Old York Rd,Abington,PA,Montgomery County,19001,US,Abington Memorial Hospital
390233,HANOVER HOSPITAL,300 HIGHLAND AVE,HANOVER,Pennsylvania,17331,PA - York,39.808666,-76.983148,1,rooftop,300,Highland Ave,Hanover,PA,York County,17331,US,Hanover Hospital
390237,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,Pennsylvania,18501,PA - Scranton,41.412761,-75.653943,1,range_interpolation,746,Jefferson Ave,Scranton,PA,Lackawanna County,18510,US,Regional Hospital Of Scranton
390256,MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,HERSHEY,Pennsylvania,17033,PA - Harrisburg,40.264414,-76.674014,1,rooftop,500,University Dr,Hershey,PA,Dauphin County,17033,US,Milton S Hershey Medical Center
390258,ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,Pennsylvania,19047,PA - Philadelphia,40.192785,-74.928092,1,street_center,,Langhorne Newtown Rd,Langhorne,PA,Bucks County,19047,US,St Mary Medical Center
390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,BETHLEHEM,Pennsylvania,18017,PA - Allentown,40.644911,-75.408686,1,rooftop,2545,Schoenersville Rd,Bethlehem,PA,Lehigh County,18017,US,Lehigh Valley Hospital - Muhlenberg
390265,JEFFERSON REGIONAL MEDICAL CENTER,565 COAL VALLEY RD,PITTSBURGH,Pennsylvania,15236,PA - Pittsburgh,40.317407,-79.93396,1,rooftop,565,Coal Valley Rd,Clairton,PA,Allegheny County,15025,US,Jefferson Regional Medical Center
390266,GROVE CITY MEDICAL CENTER,631 NORTH BROAD STREET EXT.,GROVE CITY,Pennsylvania,16127,PA - Pittsburgh,41.165043,-80.082307,0.8,street_center,,N Broad St,Grove City,PA,Mercer County,16127,US,Grove City Medical Center
390267,FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,Pennsylvania,15146,PA - Pittsburgh,40.428252,-79.74765,1,rooftop,2570,Haymaker Rd,Monroeville,PA,Allegheny County,15146,US,Forbes Hospital
390268,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,STATE COLLEGE,Pennsylvania,16803,PA - Danville,40.805695,-77.864595,1,range_interpolation,1800,E Park Ave,State College,PA,Centre County,16803,US,Mount Nittany Medical Center
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,Pennsylvania,18711,PA - Wilkes-Barre,41.093717,-75.935453,1,range_interpolation,1000,N Mountain Blvd,Mountain Top,PA,Luzerne County,18707,US,Geisinger Wyoming Valley Medical Center
390290,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,Pennsylvania,19102,PA - Philadelphia,39.957066,-75.163372,1,rooftop,230,N Broad St,Philadelphia,PA,Philadelphia County,19102,US,Hahnemann University Hospital
390307,EDGEWOOD SURGICAL HOSPITAL,239 EDGEWOOD DRIVE EXTENSION,TRANSFER,Pennsylvania,16154,PA - Erie,41.330233,-80.417543,1,range_interpolation,239,Edgewood Dr Exd,Transfer,PA,Mercer County,16154,US,Edgewood Surgical Hospital
390314,COORDINATED HEALTH ORTHOPEDIC HOSPITAL,2310 HIGHLAND AVENUE,BETHLEHEM,Pennsylvania,18017,PA - Allentown,40.674281,-75.364986,1,range_interpolation,2310,Highland Ave,Bethlehem,PA,Northampton County,18020,US,Coordinated Health Orthopedic Hospital
390316,SURGICAL INSTITUTE OF READING,2752 CENTURY BOULEVARD,WYOMISSING,Pennsylvania,19610,PA - Reading,40.251385,-75.874451,0.8,street_center,,Century Dr,Birdsboro,PA,Berks County,19508,US,Surgical Institute Of Reading
390321,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,1503 CEDAR CREST BOULEVARD,ALLENTOWN,Pennsylvania,18104,PA - Allentown,40.612784,-75.529525,0.7,rooftop,1503,N Cedar Crest Blvd,Allentown,PA,Lehigh County,18104,US,Surgical Specialty Center At Coordinated Health
390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC,3300 TILLMAN DRIVE,BENSALEM,Pennsylvania,19020,PA - Philadelphia,40.114028,-74.960516,1,range_interpolation,3300,Tillman Dr,Bensalem,PA,Bucks County,19020,US,Rothman Orthopaedic Specialty Hospital Llc
390323,ADVANCED SURGICAL HOSPITAL,100 TRICH DRIVE,WASHINGTON,Pennsylvania,15301,PA - Pittsburgh,40.135391,-80.146709,0.33,place,,,Washington,PA,Washington County,15301,US,Advanced Surgical Hospital
390324,PHYSICIAN'S CARE SURGICAL HOSPITAL,454 ENTERPRISE DRIVE,ROYERSFORD,Pennsylvania,19468,PA - Philadelphia,40.22594,-75.554897,0.8,street_center,,Enterprise Dr,Royersford,PA,Montgomery County,19468,US,Physician'S Care Surgical Hospital
390325,OSS ORTHOPAEDIC HOSPITAL,1861 POWDER MILL RD,YORK,Pennsylvania,17402,PA - York,39.917707,-76.6971,1,range_interpolation,1861,Powder Mill Rd,York,PA,York County,17402,US,Oss Orthopaedic Hospital
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,1872 RIVERSIDE CIRCLE,EASTON,Pennsylvania,18045,PA - Allentown,40.62351,-75.331968,1,range_interpolation,1872,Riverside Dr,Bethlehem,PA,Northampton County,18015,US,St Luke'S Hospital - Anderson Campus
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,55 MONUMENT ROAD,YORK,Pennsylvania,17403,PA - York,39.923316,-76.717209,1,range_interpolation,55,Monument Rd,York,PA,York County,17403,US,Wellspan Surgery And Rehabilitation Hospital
390328,UPMC EAST,2775 MOSSIDE BOULEVARD,MONROEVILLE,Pennsylvania,15146,PA - Pittsburgh,40.436941,-79.760535,1,rooftop,2775,Mosside Blvd,Monroeville,PA,Allegheny County,15146,US,Upmc East
390329,EINSTEIN MEDICAL CENTER MONTGOMERY,559 WEST GERMANTOWN PIKE,EAST NORRITON,Pennsylvania,19403,PA - Philadelphia,40.150793,-75.341936,1,range_interpolation,559,W Germantown Pike,Norristown,PA,Montgomery County,19403,US,Einstein Medical Center Montgomery
410001,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,PAWTUCKET,Rhode Island,2860,RI - Providence,41.870634,-71.375059,1,range_interpolation,111,Brewster St,Pawtucket,RI,Providence County,2860,US,Memorial Hospital Of Rhode Island
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,Rhode Island,2908,RI - Providence,41.833763,-71.435318,1,range_interpolation,825,Chalkstone Ave,Providence,RI,Providence County,2908,US,Roger Williams Medical Center
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,Rhode Island,2904,RI - Providence,41.856786,-71.459428,0.8,range_interpolation,200,High Service Ave,Providence,RI,Providence County,2904,US,Our Lady Of Fatima Hospital
410006,NEWPORT HOSPITAL,FRIENDSHIP STREET,NEWPORT,Rhode Island,2840,RI - Providence,41.497467,-71.305793,1,street_center,,Friendship St,Newport,RI,Newport County,2840,US,Newport Hospital
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,Rhode Island,2903,RI - Providence,41.811698,-71.407208,1,range_interpolation,593,Eddy St,Providence,RI,Providence County,2903,US,Rhode Island Hospital
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,Rhode Island,2879,RI - Providence,41.432153,-71.496772,1,range_interpolation,100,Kenyon Ave,Wakefield,RI,Washington County,2879,US,South County Hospital Inc
410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,Rhode Island,2886,RI - Providence,41.704202,-71.477699,1,range_interpolation,455,Toll Gate Rd,Warwick,RI,Kent County,2886,US,Kent County Memorial Hospital
410011,"LANDMARK MEDICAL CENTER,  INC",115 CASS AVE,WOONSOCKET,Rhode Island,2895,RI - Providence,42.005118,-71.496535,1,range_interpolation,115,Cass Ave,Woonsocket,RI,Providence County,2895,US,"Landmark Medical Center,  Inc"
410012,MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,Rhode Island,2906,RI - Providence,41.851466,-71.397887,1,range_interpolation,164,Summit Ave,Providence,RI,Providence County,2906,US,Miriam Hospital
410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,Rhode Island,2891,RI - Providence,41.362888,-71.823834,1,range_interpolation,25,Wells St,Westerly,RI,Washington County,2891,US,Westerly Hospital
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,South Carolina,29730,NC - Charlotte,34.957173,-81.044867,1,range_interpolation,222,S Herlong Ave,Rock Hill,SC,York County,29732,US,Piedmont Medical Center
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,South Carolina,29425,SC - Charleston,32.784537,-79.947344,1,rooftop,169,Ashley Ave,Charleston,SC,Charleston County,29403,US,Musc Medical Center
420005,MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON STREET PO BOX 1327,DILLON,South Carolina,29536,SC - Florence,34.420616,-79.365088,1,range_interpolation,301,E Jackson St,Dillon,SC,Dillon County,29536,US,Mcleod Medical Center - Dillon
420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,South Carolina,29303,SC - Spartanburg,34.966367,-81.939522,1,rooftop,101,E Wood St,Spartanburg,SC,Spartanburg County,29303,US,Spartanburg Medical Center
420009,GHS OCONEE MEMORIAL  HOSPITAL,298 MEMORIAL DRIVE,SENECA,South Carolina,29672,SC - Greenville,34.693765,-82.989305,1,range_interpolation,298,Memorial Dr,Seneca,SC,Oconee County,29672,US,Ghs Oconee Memorial  Hospital
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,South Carolina,29550,SC - Columbia,34.34957,-80.104974,0.8,rooftop,1304,W Bobo Newsom Hwy,Hartsville,SC,Darlington County,29550,US,Carolina Pines Regional Medical Center
420015,BAPTIST EASLEY HOSPITAL,PO BOX 2129,EASLEY,South Carolina,29641,SC - Greenville,34.813542,-82.653067,1,place,,,Easley,SC,Pickens County,29641,US,Baptist Easley Hospital
420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,South Carolina,29203,SC - Columbia,34.027371,-81.030216,1,range_interpolation,5,Richland Medical Park Dr,Columbia,SC,Richland County,29203,US,Palmetto Health Richland
420020,GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,South Carolina,29440,SC - Charleston,33.379136,-79.285188,1,range_interpolation,606,Black River Rd,Georgetown,SC,Georgetown County,29440,US,Georgetown Memorial Hospital
420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,South Carolina,29601,SC - Greenville,34.848567,-82.402871,1,place,,,Greenville,SC,Greenville County,29601,US,St Francis-Downtown
420026,SISTERS OF CHARITY PROVIDENCE HOSPITALS,2435 FOREST DR,COLUMBIA,South Carolina,29204,SC - Columbia,34.013342,-81.011358,1,range_interpolation,2435,Forest Dr,Columbia,SC,Richland County,29204,US,Sisters Of Charity Providence Hospitals
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,South Carolina,29621,SC - Greenville,34.511552,-82.646789,1,rooftop,800,N Fant St,Anderson,SC,Anderson County,29621,US,Anmed Health
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,South Carolina,29488,SC - Charleston,32.922282,-80.675353,1,range_interpolation,501,Robertson Blvd,Walterboro,SC,Colleton County,29488,US,Colleton Medical Center
420033,GHS GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,GREER,South Carolina,29650,SC - Greenville,34.920049,-82.244327,1,rooftop,830,S Buncombe Rd,Greer,SC,Greenville County,29650,US,Ghs Greer Memorial Hospital
420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,LANCASTER,South Carolina,29720,NC - Charlotte,34.716488,-80.790075,1,range_interpolation,800,W Meeting St,Lancaster,SC,Lancaster County,29720,US,Springs Memorial Hospital
420037,GHS-HILLCREST MEMORIAL HOSPITAL,729 SOUTH EAST MAIN STREET,SIMPSONVILLE,South Carolina,29681,SC - Greenville,34.767679,-82.225003,0.33,place,,,Simpsonville,SC,Greenville County,29681,US,Ghs-Hillcrest Memorial Hospital
420038,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,22725 HIGHWAY 76 EAST,CLINTON,South Carolina,29325,SC - Greenville,34.481538,-81.940421,1,rooftop,22725,Hwy 76 E,Clinton,SC,Laurens County,29325,US,Ghs  Laurens County Memorial Hospital
420043,MARY BLACK HEALTH SYSTEM GAFFNEY,1530 N LIMESTONE ST,GAFFNEY,South Carolina,29340,SC - Spartanburg,35.091679,-81.634437,1,range_interpolation,1530,N Limestone St,Gaffney,SC,Cherokee County,29340,US,Mary Black Health System Gaffney
420048,KERSHAWHEALTH,1315 ROBERTS STREET,CAMDEN,South Carolina,29020,SC - Columbia,34.252355,-80.589497,1,range_interpolation,1315,Roberts St,Camden,SC,Kershaw County,29020,US,Kershawhealth
420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,CONWAY,South Carolina,29526,SC - Charleston,33.785483,-79.001895,0.9,rooftop,300,Singletonridge Rd,Conway,SC,Horry County,29526,US,Conway Medical Center
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,South Carolina,29506,SC - Florence,34.1968,-79.759246,1,rooftop,555,E Cheves St,Florence,SC,Florence County,29506,US,Mcleod Regional Medical Center-Pee Dee
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,NEWBERRY,South Carolina,29108,SC - Columbia,34.290392,-81.60625,1,rooftop,2669,Kinard,Newberry,SC,Newberry County,29108,US,Newberry County Memorial Hospital
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,South Carolina,29414,SC - Charleston,32.808787,-80.042213,1,rooftop,2095,Henry Tecklenburg Dr,Charleston,SC,Charleston County,29414,US,Bon Secours-St Francis Xavier Hospital
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,South Carolina,29902,GA - Savannah,32.416223,-80.688538,1,range_interpolation,955,Ribaut Rd,Beaufort,SC,Beaufort County,29902,US,Beaufort County Memorial Hospital
420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,South Carolina,29115,SC - Columbia,33.490935,-80.821825,1,place,,,Orangeburg,SC,Orangeburg County,29115,US,Trmc Of Orangeburg & Calhoun
420070,TUOMEY HEALTHCARE SYSTEM,129 N WASHINGTON ST,SUMTER,South Carolina,29150,SC - Columbia,33.923705,-80.343372,1,rooftop,129,N Washington St,Sumter,SC,Sumter County,29150,US,Tuomey Healthcare System
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,South Carolina,29646,SC - Columbia,34.175238,-82.156707,1,rooftop,1325,Spring St,Greenwood,SC,Greenwood County,29646,US,Self Regional Healthcare
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,VARNVILLE,South Carolina,29944,SC - Charleston,32.844749,-81.072782,0.7,range_interpolation,595,E Carolina Ave,Varnville,SC,Hampton County,29944,US,Hampton Regional Medical Center
420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,South Carolina,29169,SC - Columbia,34.004744,-81.115371,1,range_interpolation,2720,Sunset Blvd,West Columbia,SC,Lexington County,29169,US,Lexington Medical Center
420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,South Carolina,29605,SC - Greenville,34.818286,-82.412781,1,rooftop,701,Grove Rd,Greenville,SC,Greenville County,29605,US,Ghs Greenville Memorial Hospital
420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,South Carolina,29406,SC - Charleston,32.977452,-80.073236,1,range_interpolation,9330,Medical Plaza Dr,Charleston,SC,Charleston County,29406,US,Trident Medical Center
420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,South Carolina,29925,GA - Savannah,32.224269,-80.713956,1,range_interpolation,25,Hospital Center Blvd,Hilton Head Island,SC,Beaufort County,29926,US,Hilton Head Regional Medical Center
420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,South Carolina,29801,GA - Augusta,33.582351,-81.761468,1,range_interpolation,302,State Hwy 118,Aiken,SC,Aiken County,29801,US,Aiken Regional Medical Center
420083,MARY BLACK HEALTH SYSTEM SPARTANBURG,1700 SKYLYN DR PO BOX 3217,SPARTANBURG,South Carolina,29307,SC - Spartanburg,34.979073,-81.893196,1,range_interpolation,1700,S 31,Spartanburg,SC,Spartanburg County,29307,US,Mary Black Health System Spartanburg
