drg_definition,procedure_id,procedure_name,provider_id,provider_name,street_address,city,state,zip_code,region,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments,patient_payments
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,SC - Columbia,105,100284.97,34653.36,29850.7,4802.66
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,SC - Columbia,78,87556.64,23532.77,19586.86,3945.91
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,SC - Greenville,34,109020.47,28401.12,26740.91,1660.21
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,SC - Charleston,105,210164.98,23979.4,20704.1,3275.3
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29925,GA - Savannah,59,153044.17,35509.02,29664.32,5844.7
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,GA - Augusta,22,106414.86,23224.36,22055.45,1168.91
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420083,MARY BLACK HEALTH SYSTEM SPARTANBURG,1700 SKYLYN DR PO BOX 3217,SPARTANBURG,SC,29307,SC - Spartanburg,37,240676.11,31723.05,19530.11,12192.94
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,SC - Charleston,52,264603.83,24042.37,20907.58,3134.79
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420086,PALMETTO HEALTH BAPTIST,TAYLOR AT MARION ST,COLUMBIA,SC,29220,SC - Columbia,50,90299.84,24676.04,21063.42,3612.62
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401,SC - Charleston,30,72597.63,23159.9,20084.5,3075.4
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464,SC - Charleston,300,172942.91,25605.35,21684.9,3920.45
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420091,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,SC - Florence,27,286415.56,27708.67,18167.04,9541.63
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420098,WACCAMAW COMMUNITY HOSPITAL,4070 HIGHWAY 17 BYPASS,MURRELLS INLET,SC,29576,SC - Charleston,11,98262.09,20768.18,19580.36,1187.82
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420103,PELHAM MEDICAL CENTER,250 WESTMORELAND ROAD,GREER,SC,29651,SC - Greenville,53,83745.17,28464.68,21893.4,6571.28
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,420106,PALMETTO HEALTH BAPTIST PARKRIDGE,400 PALMETTO HEALTH PARKWAY,COLUMBIA,SC,29212,SC - Columbia,22,171154.86,30909.64,25181.5,5728.14
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT,YANKTON,SD,57078,SD - Sioux Falls,18,77104.56,26524.5,25264.56,1259.94
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  POST OFFICE BOX 5045,SIOUX FALLS,SD,57117,SD - Sioux Falls,65,101073.95,32573.55,23070.15,9503.4
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,430027,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  POST OFFICE BOX 5039,SIOUX FALLS,SD,57117,SD - Sioux Falls,145,125193.59,26473.4,23568.97,2904.43
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,430077,RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BLVD  POST OFFICE BOX 6000,RAPID CITY,SD,57701,SD - Rapid City,17,82139.47,31445.47,30305.94,1139.53
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,430089,DUNES SURGICAL HOSPITAL,600 SIOUX POINT ROAD,DAKOTA DUNES,SD,57049,IA - Sioux City,77,96338.73,23828.96,20537.19,3291.77
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,430090,SIOUX FALLS SPECIALTY HOSPITAL LLP,910 EAST 20TH STREET,SIOUX FALLS,SD,57105,SD - Sioux Falls,52,117755,24245,22996.83,1248.17
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,430091,BLACK HILLS SURGICAL HOSPITAL LLP,216 ANAMARIA DR,RAPID CITY,SD,57703,SD - Rapid City,66,75928.5,23915.61,21002,2913.61
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,TN - Jackson,13,69198.62,24382.69,19735.08,4647.61
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,TN - Nashville,28,138921.32,27185.04,20123.93,7061.11
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,TN - Kingsport,55,71683.33,21680.07,19330.75,2349.32
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440015,THE UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,TN - Knoxville,148,127944.05,27417.74,21491.01,5926.73
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,TN - Kingsport,30,66185.37,21631.27,18356.83,3274.44
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440029,WILLIAMSON MEDICAL CENTER,4321 CAROTHERS PARKWAY,FRANKLIN,TN,37067,TN - Nashville,92,64758.17,22561.05,18931.47,3629.58
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,TN - Knoxville,13,76622.08,20823.23,17241.54,3581.69
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NASHVILLE,TN,37232,TN - Nashville,123,106636.78,30838.93,27599.75,3239.18
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440046,TRISTAR HORIZON MEDICAL CENTER,111 HIGHWAY 70 EAST,DICKSON,TN,37055,TN - Nashville,11,51039.09,20681.82,18611.91,2069.91
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,TN - Memphis,131,68390.21,24118.53,20901.69,3216.84
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,TN - Memphis,53,105860.83,28841.02,20431.23,8409.79
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440053,SAINT THOMAS RUTHERFORD HOSPITAL,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,TN - Nashville,14,103692.21,22192.93,20936.07,1256.86
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,TN - Nashville,52,34873.19,22754.98,19678.79,3076.19
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,TN - Johnson City,29,181504.14,26149.97,20298.28,5851.69
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,38401,TN - Nashville,29,78355.72,22403.34,21160.03,1243.31
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440081,LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,SEVIERVILLE,TN,37862,TN - Knoxville,18,96456.67,22392.5,18755.44,3637.06
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440082,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380",NASHVILLE,TN,37205,TN - Nashville,61,147690.69,27078.7,21522.25,5556.45
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",2525 DESALES AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,143,83367.75,23141.08,17773.99,5367.09
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,TN - Chattanooga,38,57737.53,26575.03,23761.53,2813.5
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,37917,TN - Knoxville,72,124300.35,21296.31,17461.14,3835.17
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,TN - Knoxville,62,112645.03,20808.19,18641.79,2166.4
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440133,SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,TN - Nashville,92,148000.49,32175.8,26033.96,6141.84
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440144,HARTON REGIONAL MEDICAL CENTER,1801 N JACKSON ST BOX 460,TULLAHOMA,TN,37388,TN - Nashville,23,218645.04,22519.87,19864,2655.87
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440150,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,37076,TN - Nashville,46,95048.98,24113.8,20275.09,3838.71
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,TN - Chattanooga,106,89641.87,29043.96,20080.11,8963.85
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,TN - Nashville,202,81167.26,25468.55,20204.84,5263.71
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,TN - Knoxville,53,121859.92,24665.08,18016.94,6648.14
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440176,INDIAN PATH MEDICAL CENTER,2000 BROOKSIDE DR,KINGSPORT,TN,37660,TN - Kingsport,19,198817.58,22818.11,18068.79,4749.32
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,TN - Memphis,30,187985.97,24585.83,23315.3,1270.53
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440185,TENNOVA HEALTHCARE-CLEVELAND,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,TN - Chattanooga,22,339045.32,30395.82,29199.18,1196.64
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,TN - Nashville,44,90279.52,25700.91,18615.82,7085.09
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440218,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,TN - Nashville,237,59835.62,22500.36,19311.79,3188.57
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440227,TRISTAR STONECREST MEDICAL CENTER,200 STONECREST BOULEVARD,SMYRNA,TN,37167,TN - Nashville,40,90162.5,26092.18,19717.65,6374.53
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,2986 KATE BOND RD,BARTLETT,TN,38133,TN - Memphis,14,158259.21,29467.43,18110.86,11356.57
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450002,PROVIDENCE MEMORIAL HOSPITAL,2001 N OREGON ST,EL PASO,TX,79902,TX - El Paso,13,373904.46,39820.31,28124.54,11695.77
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450010,UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,WICHITA FALLS,TX,76301,TX - Wichita Falls,40,90771.68,31780.68,24030.15,7750.53
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450011,ST JOSEPH REGIONAL HEALTH CENTER,2801 FRANCISCAN DR,BRYAN,TX,77802,TX - Bryan,54,112374.57,26935.37,19574.78,7360.59
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450018,UNIVERSITY OF TEXAS MEDICAL BRANCH,301 UNIVERSITY BOULEVARD,GALVESTON,TX,77555,TX - Houston,20,103162.9,38503.9,33785.55,4718.35
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450021,BAYLOR UNIVERSITY MEDICAL CENTER,3500 GASTON AVE,DALLAS,TX,75246,TX - Dallas,173,76565.05,27327.42,23718.16,3609.26
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450029,LAREDO MEDICAL CENTER,1700 EAST SAUNDERS,LAREDO,TX,78044,TX - San Antonio,21,271076.71,22293.62,21108.33,1185.29
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,2101 PEASE ST,HARLINGEN,TX,78550,TX - Harlingen,21,122209.33,23505.33,22364,1141.33
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,2830 CALDER AVENUE,BEAUMONT,TX,77702,TX - Beaumont,48,143836.79,27412.96,20634.46,6778.5
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450037,GOOD SHEPHERD MEDICAL CENTER,700 EAST MARSHALL AVENUE,LONGVIEW,TX,75601,TX - Longview,42,141323.1,23865.52,22489.14,1376.38
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450040,COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK,TX,79410,TX - Lubbock,88,147283.7,23964.26,20582.47,3381.79
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450042,PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,WACO,TX,76712,TX - Waco,71,62912.24,21674.42,18382.49,3291.93
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,TX - Corpus Christi,65,214795.31,29785.09,21661.77,8123.32
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450051,METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,DALLAS,TX,75203,TX - Dallas,74,56620,27789.04,24037.15,3751.89
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450054,SCOTT & WHITE MEDICAL CENTER - TEMPLE,2401 31ST ST,TEMPLE,TX,76508,TX - Temple,46,111285.39,31155.91,24725.87,6430.04
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450056,SETON MEDICAL CENTER AUSTIN,1201 W 38TH ST,AUSTIN,TX,78705,TX - Austin,67,220065.57,29257.67,27751.13,1506.54
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450058,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,78205,TX - San Antonio,57,148572.44,26102.96,19964.02,6138.94
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,TX - Fort Worth,59,96556.75,25640.27,21914.51,3725.76
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,6411 FANNIN,HOUSTON,TX,77030,TX - Houston,68,105584.22,35236.56,28782.82,6453.74
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450083,EAST TEXAS MEDICAL CENTER,1000 SOUTH BECKHAM STREET,TYLER,TX,75701,TX - Tyler,61,126099.18,37550.89,18243.77,19307.12
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450087,NORTH HILLS HOSPITAL,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,TX,76180,TX - Fort Worth,17,333430.35,37898.12,27244.53,10653.59
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450101,HILLCREST BAPTIST MEDICAL CENTER,100 HILLCREST MEDICAL BLVD,WACO,TX,76712,TX - Waco,19,110186.26,25778.63,24389.21,1389.42
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450102,MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,75701,TX - Tyler,71,108822.76,21969.66,19025.48,2944.18
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450107,LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,EL PASO,TX,79902,TX - El Paso,59,248413.8,28407.37,20741.92,7665.45
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,601 E 15TH STREET,AUSTIN,TX,78701,TX - Austin,26,148279.58,30997.31,27652.88,3344.43
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450128,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,WESLACO,TX,78596,TX - Harlingen,16,67657.69,23450.5,22361.75,1088.75
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450132,MEDICAL CENTER HOSPITAL,500 W 4TH STREET,ODESSA,TX,79761,TX - Odessa,40,64642.98,25809.5,22219.18,3590.32
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701,TX - Odessa,17,63547.18,25529.59,20113.59,5416
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,TX - Fort Worth,99,127105.77,25304.92,22687.34,2617.58
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,1400 EIGHTH AVE,FORT WORTH,TX,76104,TX - Fort Worth,19,91212.32,28512.58,22906.89,5605.69
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450162,GRACE MEDICAL CENTER,2412 50TH ST,LUBBOCK,TX,79412,TX - Lubbock,78,96589.03,24842.09,22224.09,2618
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450176,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION,TX,78572,TX - McAllen,25,69745.24,24517.6,23422.16,1095.44
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450184,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,HOUSTON,TX,77008,TX - Houston,42,94854.21,27454.05,21991.52,5462.53
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450193,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,6720 BERTNER,HOUSTON,TX,77030,TX - Houston,43,122864.53,32482.05,20337.56,12144.49
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST,PARIS,TX,75460,TX - Dallas,11,102909.82,24416.73,23160.73,1256
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450200,WADLEY REGIONAL MEDICAL CENTER,1000 PINE STREET,TEXARKANA,TX,75501,AR - Texarkana,29,119939.17,22754.59,19266.66,3487.93
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450222,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,CONROE,TX,77304,TX - Houston,13,161108.85,29200.54,19880.92,9319.62
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450229,HENDRICK MEDICAL CENTER,1900 PINE,ABILENE,TX,79601,TX - Abilene,77,114128.23,21879.04,18813.43,3065.61
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450231,BAPTIST ST ANTHONY'S HOSPITAL,1600 WALLACE BLVD,AMARILLO,TX,79106,TX - Amarillo,56,92589.61,25500.16,17044.8,8455.36
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450237,CHRISTUS SANTA ROSA HOSPITAL,333 NORTH SANTA ROSA STEET,SAN ANTONIO,TX,78207,TX - San Antonio,52,145244.15,28139.73,23101.12,5038.61
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450271,WISE REGIONAL HEALTH SYSTEM,2000 S FM 51,DECATUR,TX,76234,TX - Dallas,18,218844.06,47546.22,42793.72,4752.5
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450299,COLLEGE STATION MEDICAL CENTER,1604 ROCK PRAIRIE ROAD,COLLEGE STATION,TX,77842,TX - Bryan,29,210830.24,24225.38,19735.03,4490.35
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,TX - Dallas,50,97959.24,23520.08,22324,1196.08
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450346,BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,BEAUMONT,TX,77701,TX - Beaumont,34,105313.71,23662.88,22542.82,1120.06
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450358,"METHODIST HOSPITAL,THE",6565 FANNIN,HOUSTON,TX,77030,TX - Houston,91,160856.24,29328.65,26264.64,3064.01
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,2400 N INTERSTATE HIGHWAY 35E,WAXAHACHIE,TX,75165,TX - Dallas,11,64556.64,21899.64,20655.64,1244
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450388,METHODIST HOSPITAL,7700 FLOYD CURL DR,SAN ANTONIO,TX,78229,TX - San Antonio,285,173488.69,29275.33,21562.1,7713.23
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450422,BAYLOR MEDICAL CENTER AT UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,TX,75204,TX - Dallas,20,76056.85,27545.45,20989.45,6556
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450431,ST DAVID'S MEDICAL CENTER,919 E 32ND ST,AUSTIN,TX,78705,TX - Austin,99,180222.59,29804.58,21711.46,8093.12
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,8200 WALNUT HILL LANE,DALLAS,TX,75231,TX - Dallas,35,100855.94,26456.63,21825.06,4631.57
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450469,WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVENUE,SHERMAN,TX,75091,TX - Dallas,15,166684.33,22973.27,21725,1248.27
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450508,MEMORIAL HOSPITAL,1204 MOUND ST,NACOGDOCHES,TX,75961,TX - Houston,25,41464.6,21001.68,19901.68,1100
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450558,ABILENE REGIONAL MEDICAL CENTER,6250 HWY 83/84,ABILENE,TX,79606,TX - Abilene,14,110919.36,21199.86,17501.21,3698.65
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450563,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,1650 W COLLEGE ST,GRAPEVINE,TX,76051,TX - Dallas,15,103199.87,22096,20871.67,1224.33
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450571,SHANNON MEDICAL CENTER,120 EAST HARRIS AVENUE,SAN ANGELO,TX,76903,TX - San Angelo,46,84613.98,23131.43,20373.35,2758.08
