drg,procedure_id,procedure_name,provider_id,provider_name,address,city,state,zip_code,region,total_discharges,average_covered_charges,average_totalPayments,average_medicare_payments,patient_oop_payments
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,280013,THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE,987400 NEBRASKA MEDICAL CENTER,OMAHA,Nebraska,68198,NE - Omaha,18,297484.22,81643.06,77790,3853.06
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,Nevada,89502,NV - Reno,46,314857.57,66908.87,59943.63,6965.24
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,Nevada,89109,NV - Las Vegas,52,561313.77,74410.87,68092.94,6317.93
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS,Nevada,89030,NV - Las Vegas,21,396578.95,94127.29,91634.52,2492.77
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290007,UNIVERSITY MEDICAL CENTER,1800 W CHARLESTON BLVD,LAS VEGAS,Nevada,89102,NV - Las Vegas,15,733892.53,153098.27,131643.93,21454.34
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290012,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,102 E LAKE MEAD DR,HENDERSON,Nevada,89015,NV - Las Vegas,12,382460.42,61461,56612.08,4848.92
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,Nevada,89106,NV - Las Vegas,24,534161.38,77550.71,69695.92,7854.79
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,Nevada,89119,NV - Las Vegas,12,770866.42,79842.5,76563.08,3279.42
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,LAS VEGAS,Nevada,89128,NV - Las Vegas,17,625040.59,78446.76,60700.06,17746.7
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS,Nevada,89144,NV - Las Vegas,12,576984.25,69186.75,67851.08,1335.67
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,Nevada,89052,NV - Las Vegas,22,393399.45,64790.55,63325.73,1464.82
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,Nevada,89118,NV - Las Vegas,18,571935.61,66430.61,65465.33,965.28
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,Nevada,89113,NV - Las Vegas,12,503855.33,86122.67,83868.75,2253.92
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,New Hampshire,3756,NH - Lebanon,18,416338.33,160950.22,123065.67,37884.55
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,New Jersey,7601,NJ - Hackensack,27,406789.63,80388.96,73788.15,6600.81
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,New Jersey,7112,NJ - Newark,25,412245.68,93464.72,86658.48,6806.24
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAAS DRIVE,BELLEVILLE,New Jersey,7109,NJ - Newark,11,219459.55,61930.18,61295.27,634.91
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,New Jersey,7450,NJ - Ridgewood,20,358153.25,81537.1,79018.5,2518.6
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,New Jersey,8103,NJ - Camden,49,432748.96,86295.47,76964.16,9331.31
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310015,MORRISTOWN MEDICAL CENTER,100 MADISON AVE,MORRISTOWN,New Jersey,7962,NJ - Morristown,17,507867.29,91748.82,77916.24,13832.58
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310017,CHILTON MEDICAL CENTER,97 WEST PARKWAY,POMPTON PLAINS,New Jersey,7444,NJ - Paterson,11,388214.09,72931.91,71884.36,1047.55
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,PATERSON,New Jersey,7503,NJ - Paterson,33,493313.24,90771.3,80877.21,9894.09
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,New Jersey,8009,NJ - Camden,20,411254.85,64165.8,57982.95,6182.85
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,New Jersey,7065,NJ - Newark,16,405033,54804.63,43286.19,11518.44
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,ELIZABETH,New Jersey,7207,NJ - Newark,24,397379.46,58689.33,54112.46,4576.87
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310028,NEWTON MEDICAL CENTER,175 HIGH ST,NEWTON,New Jersey,7860,NJ - Morristown,12,533898.75,59345.33,58255.67,1089.66
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310032,INSPIRA MEDICAL CENTER VINELAND,1505 W SHERMAN AVE,VINELAND,New Jersey,8360,NJ - Camden,17,390030.35,73070.29,70030.71,3039.58
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,New Jersey,8901,NJ - New Brunswick,17,828892,123186.76,110629.71,12557.05
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310039,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,530 NEW BRUNSWICK AVE,PERTH AMBOY,New Jersey,8861,NJ - New Brunswick,15,376023.33,73099.6,69546.67,3552.93
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,New Jersey,8755,NJ - Camden,14,331580.57,69581.07,68195.5,1385.57
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,New Jersey,8534,PA - Philadelphia,13,2085826.85,159841,147479.77,12361.23
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,110 REHILL AVE,SOMERVILLE,New Jersey,8876,NJ - New Brunswick,15,374086.47,57926.87,56555.67,1371.2
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310050,SAINT CLARE'S HOSPITAL,25 POCONO ROAD,DENVILLE,New Jersey,7834,NJ - Morristown,16,242386.56,58886.56,52061.44,6825.12
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,New Jersey,7902,NJ - Morristown,16,426685.75,78952.63,75171.75,3780.88
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,1925 PACIFIC AVENUE,ATLANTIC CITY,New Jersey,8401,NJ - Camden,28,321833.86,68679.36,52518.07,16161.29
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE,New Jersey,7754,NJ - Camden,15,507051.87,80657.07,77941.27,2715.8
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310074,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,JERSEY CITY,New Jersey,7302,NJ - Newark,17,442632,83019.18,79213.88,3805.3
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,New Jersey,7039,NJ - Newark,23,338739.13,84978.96,75541.7,9437.26
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,600 RIVER AVE,LAKEWOOD,New Jersey,8701,NJ - Camden,11,213508.36,51921.27,51274.91,646.36
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,STRATFORD,New Jersey,8084,NJ - Camden,21,495235.43,69807.81,64964.33,4843.48
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,750 BRUNSWICK AVE,TRENTON,New Jersey,8638,PA - Philadelphia,14,1088617.14,88800,66724.36,22075.64
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",111 CENTRAL AVENUE,NEWARK,New Jersey,7102,NJ - Newark,13,225600.15,97392.23,93002.46,4389.77
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,EDISON,New Jersey,8818,NJ - New Brunswick,18,335077.33,77999.56,73357.89,4641.67
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,New Jersey,8690,PA - Philadelphia,13,401945.31,59092,57706.92,1385.08
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,New Jersey,7728,NJ - Camden,11,287254.91,63402.36,59936.64,3465.72
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAEL'S DRIVE,SANTA FE,New Mexico,87505,NM - Albuquerque,11,164483.18,92655.09,90345,2310.09
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,New Mexico,87106,NM - Albuquerque,11,223146.82,67719.82,64914,2805.82
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,New Mexico,88011,TX - El Paso,13,178458.31,49843.69,48984.92,858.77
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,New York,14210,NY - Buffalo,17,353898.47,123002.06,109806.35,13195.71
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,New York,10456,NY - Bronx,27,109212.19,118529.48,109319.48,9210
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,New York,12208,NY - Albany,21,367278.95,95136.24,55054.71,40081.53
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,New York,11418,NY - East Long Island,19,198382.42,108928.58,90775.95,18152.63
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,New York,11229,NY - Manhattan,13,136748.62,77801.15,77226.38,574.77
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,New York,10029,NY - Manhattan,54,328774.26,117379.85,104176.17,13203.68
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,New York,11554,NY - East Long Island,25,270343.12,122920.68,112523.88,10396.8
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,New York,10304,NY - Manhattan,27,266895.56,93191.26,88268.26,4923
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,New York,11706,NY - East Long Island,11,354545.36,89977.73,86652.64,3325.09
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,New York,11743,NY - East Long Island,12,250794.08,75250.17,72202.42,3047.75
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330046,ST LUKE'S ROOSEVELT HOSPITAL,1000 TENTH AVENUE,NEW YORK,New York,10019,NY - Manhattan,19,390633.74,110932.53,103720.37,7212.16
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,New York,11355,NY - East Long Island,65,225888.74,101333.75,91624.28,9709.47
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,New York,11201,NY - Manhattan,15,319835.8,121500.2,109436.8,12063.4
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,New York,10467,NY - Bronx,55,595871.96,126908.71,109415.93,17492.78
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,New York,10021,NY - Manhattan,58,507570.55,143685.19,131175.14,12510.05
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,New York,10960,NJ - Hackensack,12,317700.75,71846.33,70945,901.33
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,New York,11030,NY - East Long Island,19,538296.53,98915.63,91535.26,7380.37
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,New York,14621,NY - Rochester,15,247946,84300.93,67460.6,16840.33
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,New York,13203,NY - Syracuse,11,345061.09,103842.55,91729.18,12113.37
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,New York,11772,NY - East Long Island,20,592348.3,101581.55,75083.35,26498.2
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,New York,12308,NY - Albany,11,214788.45,62792.64,49948.27,12844.37
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,New York,10901,NJ - Ridgewood,17,227540.06,66244.41,65024.06,1220.35
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,New York,10305,NY - Manhattan,50,297119.86,107446.8,86821.26,20625.54
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,New York,14620,NY - Rochester,15,192580.6,89488.93,81284.27,8204.66
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,New York,11501,NY - East Long Island,15,512578.13,126336,97828.13,28507.87
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,New York,10003,NY - Manhattan,45,337462.02,102149.22,94679.87,7469.35
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,New York,11576,NY - East Long Island,22,508183.18,91348.5,85250.64,6097.86
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,New York,11355,NY - East Long Island,20,206655.5,106065.35,98189,7876.35
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,New York,11219,NY - Manhattan,101,496263.36,135727.12,124220.83,11506.29
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,New York,11235,NY - Manhattan,30,244975.03,113881.83,103425.53,10456.3
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,New York,11572,NY - East Long Island,22,390080.5,98824.55,81047.05,17777.5
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,New York,11203,NY - Manhattan,35,308219.91,96916.91,91399.37,5517.54
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,New York,11203,NY - Manhattan,14,289395.5,156003.21,144169.64,11833.57
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,New York,10016,NY - Manhattan,17,531264.41,133926.59,125773.18,8153.41
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,New York,14215,NY - Buffalo,19,130833.74,105597.68,79153.53,26444.15
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,New York,11212,NY - Manhattan,20,336583.4,120737.65,100880.45,19857.2
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,New York,10595,NY - White Plains,23,771922.7,128056.65,107054.52,21002.13
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,New York,11215,NY - Manhattan,30,213603.23,100269.5,94421.13,5848.37
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,New York,13210,NY - Syracuse,18,494461.78,145574.94,112928.94,32646
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,New York,11570,NY - East Long Island,11,265934.27,77568.09,76297.55,1270.54
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,BUFFALO,New York,14220,NY - Buffalo,12,439091.58,117562.42,107379.25,10183.17
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,New York,14642,NY - Rochester,33,287512.76,125651.88,93488,32163.88
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,New York,11795,NY - East Long Island,25,485713.84,88546.32,83786.92,4759.4
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,New York,11220,NY - Manhattan,18,399691.78,143289.39,127103.17,16186.22
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,New York,11803,NY - East Long Island,11,253600,91838,74317.27,17520.73
